scrambled_r2
-0.0489307629353779
-0.0542270394443185
-0.0518004278643843
-0.05419624735934945
-0.04929672523883215
-0.05440354884274914
-0.047485556328539055
-0.05079165147047018
-0.052960361488926425
-0.05039637387514269
-0.053174273013044095
-0.04908822947581437
-0.04996247741662083
-0.054866144741581115
-0.048913686883824116
-0.05084836208924011
-0.0471966956957909
-0.04960759013376426
-0.04989443949537753
-0.050715305239412256
-0.04594438368219507
-0.05459328320121224
-0.05105305715950097
-0.05320994836635236
-0.04705416303998096
-0.05112616612133514
-0.051857093075465155
-0.051266348498417845
-0.04957644580123781
-0.04664284715082774
-0.04893861487095226
-0.049226730217638834
-0.05283845750386882
-0.04815274069863622
-0.047429211734621154
-0.053036830527133726
-0.052176666323150475
-0.05892336719599176
-0.058680248645513314
-0.052517680554470834
-0.04999463231338495
-0.05137697411620508
-0.04718859909720523
-0.049880429406033544
-0.04574766964807146
-0.05191526259315706
-0.05175967768416938
-0.04908892746580964
-0.05162327769703103
-0.051568134674294705
