PC1,PC2,Method
0.7353596775340417,0.41541076322482334,RL
0.838874159809187,-0.20814557536145858,RL
0.5250208910694534,-1.2340063631345206,RL
1.3362639404417371,-1.0097306777986783,RL
0.35844866501777023,-1.5816653707627784,RL
0.9891106034001851,0.37724150353430946,RL
-1.9144576143472656,-0.029319377974689517,RL
0.7471709639994377,0.12056333808850714,RL
0.14231881238614852,0.6908508785674444,RL
-1.8213403128155619,0.5349800150834341,RL
0.19612169684950026,0.4123924740901626,RL
-0.7336763470458445,-0.8654749940346075,RL
-0.9866789183119875,-2.6991530314205567,RL
0.4490088541297291,0.22857198780938207,RL
0.858196126459586,0.5749525004028934,RL
0.6751903984622766,-0.4833337720501402,RL
0.2851423112737967,0.08854437735540815,RL
-0.3326808301298079,-0.16531915333236177,RL
1.3259288149759105,-0.5247598689716458,RL
-0.900659980305001,-0.9827037201761295,RL
1.0886883044386075,0.6673477476960463,RL
1.5448711474159786,-0.8952261746947648,RL
1.3868232087647168,0.3532889594972478,RL
1.5966060078334645,-0.7732196447067645,RL
0.9935600165007461,0.8661359671376752,RL
-0.0522462466536663,0.0011740124237851484,RL
0.3950736721099002,0.1400127819330059,RL
0.19967654858552816,0.07529937022307653,RL
-0.4873442668914378,-0.3753599514811962,RL
-2.0562323190518628,0.2400186175812668,RL
1.6026083857103124,0.6327863693593765,RL
0.5035136119283482,-0.49224862393018465,RL
-0.12075444755884433,-1.9162875179919894,RL
-0.4492277940665686,-1.8985406235715572,RL
1.124237883372486,0.8577585294646347,RL
0.8848212984118506,-0.8519588743108631,RL
0.03318570062021177,-1.9570499746694174,RL
-1.2516221386463924,0.6973626341917005,RL
-1.435379892065744,-0.6399468861389911,RL
0.4718244815101146,0.3745028291446239,RL
0.8727117334257004,-1.746067988591823,RL
0.8471384029235892,0.5879748100097981,RL
0.6038855879953232,-0.8792656264688147,RL
1.4766243254586389,0.02310916430799174,RL
-0.4938314616497868,0.0031173144839723404,RL
0.031354689832796115,1.2853664799856186,RL
0.34135167431775465,0.5073718627357229,RL
-0.4344868313492087,0.5669109822394153,RL
-0.3055993968162875,-1.8000194525945887,RL
-0.1670804624218607,0.30489992744077843,RL
-0.5760043602144183,-0.2762717013134175,RL
-0.42501379250014903,-1.0260321566881037,RL
-0.09974485371119411,0.5198863229466926,RL
0.3138865559225957,-2.1008949513254875,RL
0.926775021031724,-1.4304290453934332,RL
1.199555254293098,-1.1759997283455559,RL
0.20382519537239793,-0.00433034240824431,RL
0.973979741672811,0.6563214760589781,RL
-0.13376279955894482,0.1692543394001386,RL
0.17702394611136066,-2.138230570881282,RL
-0.32386970903085166,-0.037100079502348636,RL
-1.5064002507664889,-0.016960164403849416,RL
0.1467566037737091,0.5922378896511361,RL
-0.0948515904809497,1.1650241068280753,RL
0.4003281877293612,0.03505815299448705,RL
-0.2442786149220236,0.22771138060866117,RL
-0.2914723395253578,-0.07520587521882942,RL
0.32968559518422813,-0.2344138182335326,RL
0.8161605322103773,0.21390820772761146,RL
1.2503990644164855,0.8165544587018347,RL
1.1776336790555872,0.6540777661749855,RL
-0.8731179288632779,-1.0565668647151367,RL
-0.9324186954468361,-0.4919882157580756,RL
0.28305552555468916,0.3592985463237425,RL
1.0012877149691584,0.5789792154792999,RL
-0.8164139694320797,-0.5586550182671812,RL
-1.7522211913732153,-0.4975701824075485,RL
-1.6395990915955703,0.26170348223092404,RL
0.4270253444822738,1.3111424796553393,RL
-1.680086850598401,0.5602190017713105,RL
0.1527602735081875,1.600957212559766,RL
0.10965898836395978,-0.2649599521932822,RL
1.1337961693291698,-0.0639031172361726,RL
-0.054186487648147666,-0.5665571561696359,RL
0.9212001250183488,0.5820361446916616,RL
-0.8323753490493515,-0.8016656545778457,RL
0.5816226789219024,0.8718172693695563,RL
-1.0379507423235548,-0.3521064537499378,RL
-0.45860663954264713,0.3953371889418651,RL
0.9822505470743856,-0.10560275372445395,RL
1.0873102220468118,-0.17372903170790802,RL
0.42376493187073466,0.30678839951760745,RL
0.5672886260145956,0.4586982414368473,RL
-0.4955301493754635,0.19613181909730146,RL
1.0482339289585656,-2.3312235447697547,RL
1.3091022182442829,0.2146061701662787,RL
0.3197720012532046,0.7236272774307589,RL
1.1306314335825702,0.7558196070526383,RL
1.0231792361164347,0.24001189667025566,RL
1.0575903750270477,0.47925146678885,RL
-0.3224976809932656,0.3463137288800766,RL
-0.5613112466718798,0.6196426023180405,RL
0.7405328685681316,-0.2435401682260541,RL
-1.495213867916798,-0.26983368533805996,RL
-0.37997650799048166,0.1284741076498224,RL
0.5036838582500905,-0.18166437180104766,RL
1.7830973768891754,-1.2873732109693492,RL
-1.6655717514046398,0.6022987732650418,RL
0.4114395415132815,-0.6803446867864789,RL
1.957652791438046,-1.7262759337599871,RL
-0.17158218792620014,-0.7911584782392327,RL
-0.3418151358214454,-0.38284042801511353,RL
-1.0794839451169986,0.023517919914262973,RL
0.5054589235059455,-2.136697716808743,RL
-0.35708944451106867,0.45363361070466623,RL
1.2716200690747892,-1.363906152673118,RL
0.58433788699946,0.47657239811626756,RL
0.5096219895914432,-0.4923127013233201,RL
0.6260355434383092,-1.7115808130073098,RL
-2.2213534806888915,0.29858145871116426,RL
