Target,Mean_R2,Std_R2,Mean_RMSE,Std_RMSE,Mean_MAE,Std_MAE
UV_Filter_Score,0.9997569640231156,0.000285189491953923,0.002169456238655631,0.0007531227113840623,0.0004824875938094751,3.3746874401822336e-05
